구분 날짜,제목,게임,등급, 구분,출연자1 이름,출연자1 직업,출연자1 내용,출연자1 사진위치,출연자2 이름,출연자2 직업,출연자2 내용,출연자2 사진위치,출연자3 이름,출연자3 직업,출연자3 내용,출연자3 사진위치,세션소개,세션목차,권장대상,일정추가 링크
Day 2. 8월 26일(화)ㅣ13:00~13:50,전통 공간을 실시간 콘텐츠로: K-헤리티지의 언리얼 엔진 구현 사례,"방송&라이브이벤트, 디지털 트윈",초급,없음,"임주영, 웨스트월드",연구소장,"
웨스트월드 기술연구소장이자 홍익대학교 영상디자인 대학원 외래교수로 &lt;고요의 바다&gt;, &lt;택배기사&gt;, &lt;D.P. 시즌 2&gt; 등의 프로젝트의 버추얼 프로덕션 총괄을 수행했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/limjooyoung.png,,,,,,,,,"이 세션에서는 고해상도 실사 데이터를 기반으로 한 실시간 콘텐츠 제작 파이프라인을 중심으로, 스캔 데이터의 수집부터 언리얼 엔진 연동, 그리고 한국적인 프로시저럴 제작 방식 및 협업 사례까지 전반적인 제작 프로세스를 소개합니다. 특히, 한국 전통 건축물의 자동화 구축 방식과 스튜디오 간 공동 제작 사례를 통해 실무에서의 협업 구조와 통합 파이프라인에 대한 인사이트를 공유하고, 반복 활용이 가능한 자산 구축 및 확장 가능한 콘텐츠 제작 전략도 함께 다룹니다.","• 현실에서 리얼타임으로: 스캔에서 언리얼 엔진까지<br>
• 스튜디오 간 협업: 언리얼 엔진 내 작업 <br>
• 확장성을 고려한 제작: 스캔 데이터 기반 모듈 분석 & 프로시저럴 프로세스 <br>
• 스마트 에셋 라이브러리: 라이브러리 구축 사례<br>","언리얼 엔진을 활용한 실사 기반 콘텐츠 제작에 관심 있는 개발자<br>
실시간 프로덕션 파이프라인 구축을 고민 중인 VFX/3D 아티스트, 테크니컬 디렉터, 콘텐츠 제작사 및 스튜디오 관계자<br>
스캔 데이터 처리 및 협업 구조 통합에 관심 있는 실무자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+전통 공간을 실시간 콘텐츠로: K-헤리티지의 언리얼 엔진 구현 사례&dates=20250826T130000/20250826T135000&details=임주영, 웨스트월드"
Day 2. 8월 26일(화)ㅣ13:00~13:50,"&lt;Virtual Factory Builder&gt;: 언리얼 엔진으로 디지털 트윈 혁신하기
","시뮬레이션, 디지털 트윈",중급,없음,"김성곤, 현대오토에버",팀장,"지난 20년간 현대차와 덴소 등 글로벌 완성차 기업에서의 경험을 바탕으로, 다양한 조직에서 제조 산업의 스마트팩토리 전환 프로젝트를 이끌며 디지털 전환을 주도해왔습니다. IT 기술 전문가이자 전략가로서, 자체 솔루션 개발 및 플랫폼 기반 접근을 통해 공급망 전반의 엔드투엔드 가시성을 확보하고, 실질적인 제조 혁신을 실현하고 있습니다.
",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimsunggon.jpg,"주희진, 현대오토에버",책임,"소프트웨어 엔지니어로 현대차그룹 싱가포르 글로벌 혁신 센터&#40;HMGICS&#41;의 디지털 트윈 구축에 참여했고, 자사 디지털 트윈 솔루션인 &lt;Virtual Factory Builder&gt;의 설계 및 개발을 주도했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/juheejin.jpg,,,,,"이 세션에서는 언리얼 엔진 5를 기반으로 개발한 디지털 트윈 솔루션 &lt;Virtual Factory Builder&gt;를 소개합니다. 다양한 산업 분야에서 고객이 직접 디지털 트윈을 구축할 수 있도록 설계된 본 솔루션의 개발 배경, 철학, 주요 기능을 공유합니다.","• Digital Twin as a Platform: 플랫폼으로서의 디지털 트윈이 필요한 이유<br>
• 왜 UE인가: 언리얼 엔진이 디지털 트윈 플랫폼으로서 갖는 강점 <br>
• &lt;Virtual Factory Builder&gt;: 현대오토에버 디지털 트윈 솔루션 소개 <br>
• 도전과 돌파: 솔루션 개발 과정 중 겪었던 어려움과 극복 사례 ",디지털 트윈 도입을 준비하는 산업 종사자 또는 IT 담당자,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+<Virtual Factory Builder>: 언리얼 엔진으로 디지털 트윈 혁신하기&dates=20250826T130000/20250826T135000&details=김성곤, 현대오토에버/주희진, 현대오토에버"
Day 2. 8월 26일(화)ㅣ14:00~14:50,상호작용 렌더링 플러그인 개발기,"게임, 프로그래밍, 비주얼아트",중급,없음,"김용남, 넥슨코리아",테크니컬 아티스트,"넥슨코리아에서 테크니컬 아티스트로 재직 중이며 이전에는 &lt;검은사막&gt; PC 개발에 참여했습니다. 넥슨코리아에서는 언리얼 엔진을 사용해 &lt;어센던트 원&gt;의 TA, &lt;워헤이븐&gt;의 TAD로 개발에 참여했으며, 현재는 개발관리그룹 엔진팀에서 여러 프로젝트를 지원하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimyongnam.jpg,,,,,,,,,"엔진팀에 근무하며 여러 프로젝트를 지원하기 위해 플러그인 형태로 렌더링 기능을 개발하게 되었습니다. 이 세션에서는 상호작용 플러그인을 개발하며 겪은 내용 및 렌더링 확장 기능을 소개하면서, 언리얼 엔진의 렌더링 플러그인 개발 방법을 알아봅니다.","• 넥슨 엔진팀 소개<br>
• 플러그인 제작 프로세스<br>
• 상호작용 플러그인 만들기 <br>
• TrailRenderer 소개 <br>
• WorldSubSystem<br>
• SceneViewExtension<br>
• CustomRenderPass<br>
• 나이아가라 ComputeShader<br>
• 추가 플러그인 제작 아이디어 소개",렌더링 플러그인 개발에 관심이 있는 프로그래머 및 테크니컬 아티스트,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+상호작용 렌더링 플러그인 개발기&dates=20250826T140000/20250826T145000&details=김용남, 넥슨코리아"
Day 2. 8월 26일(화)ㅣ14:00~14:50,K-POP 가상 무대 제작 워크플로: 음악 방송 제작 사례를 중심으로,"방송&라이브이벤트, 버추얼프로덕션",초급,없음,"이상헌, 메타로켓 ",대표,"메타로켓에서 CTO 겸 CEO로 재직 중이며 서울대학교 전기컴퓨터공학부에서 신호처리 석사를 마치고 2008년부터 15년간 비디오 엔지니어 테크니컬 디렉터, VFX 슈퍼바이저, 라이팅 디자이너 등 방송 분야의 다양한 직무를 수행했습니다. MBC 사내벤처 제도를 통해 2023년 창업했으며, 언리얼 엔진을 활용한 실가상 콘텐츠를 제작하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/LeeSangHeon.jpg,"하수민, 메타로켓 ",레벨 디자이너 겸 테크니컬 아티스트,"메타로켓에서 레벨 디자이너 겸 테크니컬 아티스트로 재직 중이며, 언리얼 엔진을 활용해 라이브 선거방송 &lt;MBC 선택 2024&gt;의 XR 배경 제작 및 PLAVE를 포함한 다수의 버추얼 아이돌 음악방송 무대 제작 프로젝트에 참여했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/Hasumin.png,,,,,"이 세션에서는 언리얼 엔진을 활용한 K-POP 가상 무대 제작의 개요와 흐름을 소개하고, 이를 실제 음악 방송 제작 사례를 통해 설명합니다. 또한, 현실 무대 조명과 가상 무대 조명의 연동 기술 등 가상 무대 연출에 필요한 핵심 요소들도 간단히 다룹니다.","• 지상파 K-POP 방송 제작 워크플로 개요<br>
• 언리얼 엔진 기반 가상 무대 기술의 핵심 요소 및 구성<br>
• 가상 무대 기술로 재해석한 K-POP 방송 제작 워크플로와 사례 소개<br>
• DMX 기반 현실·가상 조명 연동 기술 소개","언리얼 엔진을 활용한 K-POP 가상 무대 제작에 관심 있는 버추얼 아이돌 제작사 및 아티스트<br>
기존 K-POP 음악방송 스타일의 무대 및 조명 연출에 관심 있는 가상 공연 제작자 및 실무자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+K-POP 가상 무대 제작 워크플로: 음악 방송 제작 사례를 중심으로&dates=20250826T140000/20250826T145000&details=이상헌, 메타로켓 /하수민, 메타로켓"
Day 2. 8월 26일(화)ㅣ14:00~14:50,조선업과 3D 기반 디지털 트랜스포메이션,"시뮬레이션, 디지털 트윈",초급,없음,"조승호, 삼성중공업",프로,"삼성중공업에 입사하여 자동화 시스템 설계를 담당하다가 현재는 사내에 필요한 다양한 VR 콘텐츠 개발을 담당하고 있습니다. 중공업의 특성상 안전사고가 많이 발생하는 점을 고려해 안전체험 콘텐츠 위주로 개발했으며, 현재는 다양한 직군의 교육 및 훈련 콘텐츠 개발을 담당하고 있습니다. 또한 선박과 관련된 다양한 분야의 디지털 트윈도 개발하였습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/JoSeungHo.jpg,,,,,,,,,이 세션에서는 조선업이라는 노동 집약적인 산업 분야에서 언리얼 엔진이 어떻게 활용되고 있는지 공유합니다. 전공자가 아니더라도 다양한 직무에서 자신만의 노하우를 바탕으로 전문적인 콘텐츠를 개발할 수 있다는 인사이트를 공유하고자 합니다.,"• 조선업에 대한 간략한 현황<br>
• 조선업에 언리얼 엔진을 도입하게 된 배경<br>
• 언리얼 엔진을 활용한 솔루션 개발 및 적용 사례<br>
• 향후 계획","교육 훈련 콘텐츠 개발자<br>
산업 분야에 언리얼 엔진을 접목한 솔루션 개발자<br>
언리얼 엔진의 산업 분야 활용에 관심 있는 분","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+조선업과 3D 기반 디지털 트랜스포메이션&dates=20250826T140000/20250826T145000&details=조승호, 삼성중공업"
Day 2. 8월 26일(화)ㅣ15:00~15:50,&lt;낙원: LAST PARADISE&gt; 렌더링 최적화 시도 및 사례,"게임, 프로그래밍",고급,없음,"강준수, 넥슨코리아",엔진프로그래머,"넥슨코리아 엔진팀에서 엔진프로그래머로 근무하며 &lt;낙원: LAST PARADISE&gt;, &lt;프로젝트 EL&gt; 등 여러 언리얼 엔진 5 프로젝트들의 지원 업무를 담당했습니다. 이전에는 원더피플의 엔진프로그래머로 재직했으며, &lt;슈퍼피플&gt;의 그래픽스 최적화, 로딩 최적화 등을 담당했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kangjunsu.png,,,,,,,,,"이 세션에서는 현재 넥슨에서 개발중인 &lt;낙원: LAST PARADISE&gt;를 중심으로 엔진팀에서 수행한 주요 최적화 사례들을 소개합니다. 세 가지 핵심 최적화 사례를 중심으로 각각 어떤 문제가 있었는지, 원인은 무엇이었는지, 그리고 이를 어떻게 해결했는지 구체적으로 살펴봅니다. 또한, 이러한 사례를 설명하는 과정에서 언리얼 엔진 5의 렌더링 엔진 내부 동작 구조 및 그래픽스 이론에 대해서도 함께 알아봅니다.","• 나나이트 최적화: 임포스터와 병합된 메시 테스트<br>
• 볼류메트릭 포그 최적화: 스카이 오클루전<br>
• 프론트 레이어 리플렉션 최적화: 다운스케일 테스트","언리얼 엔진 5 렌더링 최적화에 관심 있는 프로그래머 및 테크티컬 아티스트<br>
언리얼 엔진 5의 렌더링 엔진 구현이나 그래픽스 이론에 관심 있는 프로그래머<br>
타분야의 최적화 방식이나 아이디어에 관심 있는 프로그래머","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+<낙원: LAST PARADISE> 렌더링 최적화 시도 및 사례&dates=20250826T150000/20250826T155000&details=강준수, 넥슨코리아"
Day 2. 8월 26일(화)ㅣ15:00~15:50,"&lt;유랑&gt;의 제작 트레일러 샘플로 보는 언리얼 엔진 애니메이션 제작 과정
","애니메이션, 디지털 휴먼",중급,없음,"김진우, 쿠트이미지웍스",대표,"쿠트이미지웍스에서 다양한 게임 시네마틱 및 인게임 컷신을 기획·제작했으며, 언리얼 엔진으로 제작한 시네마틱 영상 총 44종과 인게임 컷신 8종의 제작을 담당했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kimjinwoo.jpg,,,,,,,,,"이 세션에서는 쿠트 이미지웍스가 기획 중인 시리즈 애니메이션 &lt;유랑&gt;의 짧은 샘플 제작 영상을 바탕으로 언리얼 엔진과 메타휴먼을 활용한 애니메이션 제작 과정을 살펴봅니다. 메타휴먼의 커스텀 제작 방법을 살펴보고, 시나리오, 아트, 사운드 작업이 동시에 이루어지는 초반 단계인 프리비즈&#40;Previs&#41; 제작 과정에 대해 설명합니다.","• 효율적인 애니메이션 월드 제작을 위한 아트워크 작업 방식<br>
• AI 기반 실시간 모션 캡처 기능을 활용한 진일보한 애니메이션 제작 방식<br>
• 메타휴먼을 활용한 효율적인 캐릭터 제작 파이프라인 구축 <br>
• 제작 초반부터 후반까지 전체 과정을 아우르는 사운드 작업 방식",언리얼 엔진을 활용한 애니메이션 제작에 관심 있는 스타트업 및 개인 창작자,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+<유랑>의 제작 트레일러 샘플로 보는 언리얼 엔진 애니메이션 제작 과정&dates=20250826T150000/20250826T155000&details=김진우, 쿠트이미지웍스"
Day 2. 8월 26일(화)ㅣ15:00~15:50,"언리얼 엔진을 활용한 제조 SW 개발의 빠른 프로토타이핑과 의사결정
","시뮬레이션, 디지털 트윈",초급,없음,"신종호, 현대자동차",책임매니저,현대자동차 제조솔루션 본부에서 10년간 제조 신기술 개발 업무를 담당하고 있습니다. 현재는 디지털 트윈 기반 스마트 팩토리 전개를 하고 있습니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/shinjongho.png,,,,,,,,,이 세션에서는 현대자동차의 스마트 팩토리 브랜드인 &lt;E-FOREST&gt;와 신공장 &lt;광명 EVO Plant&gt;를 소개합니다. 비 개발자 출신의 제조 엔지니어가 UE5를 통해 빠르게 프로토타이핑해 의사결정 및 프로젝트 진행을 가속화하는 과정에 대하여 소개합니다.,"• 현대자동차그룹 스마트 팩토리 브랜드 &lt;E-FOREST&gt;소개 <br>
• &lt;광명 EVO Plant&gt; 소개 <br>
• &lt;광명 EVO Plant&gt; 디지털 트윈 개발 과정: 프로토타입부터 결과까지<br>
• &lt;광명 EVO Plant&gt; 프로토타입<br>
• &lt;광명 EVO Plant&gt; 결과<br>
• &lt;E-FOREST&gt;가 그리는 미래 자동차 제조 공장<br>
• 언리얼 엔진을 활용한 빠른 프로토타이핑 및 의사결정으로 프로젝트 성공 가속화","디지털 트윈 도입을 준비하는 제조 산업 종사자<br>
언리얼 엔진 입문을 고민하는 초보 개발자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+언리얼 엔진을 활용한 제조 SW 개발의 빠른 프로토타이핑과 의사결정&dates=20250826T150000/20250826T155000&details=신종호, 현대자동차"
Day 2. 8월 26일(화)ㅣ16:20~17:10,아티스트들이 구축한 에셋 리뷰 환경: 스타일라이즈드 스타일까지 폭넓은 라이팅 지원하기,"게임, 비주얼아트",중급,없음,"Ruito Harada, ATLUS",Technical Artist,"언리얼 엔진을 활용한 대규모 게임 개발 경험을 바탕으로 2024년 8월에 ATLUS에 테크니컬 아티스트로 합류하여 재직 중이며, 렌더링 관련 작업과 워크플로 최적화를 담당하고 있습니다.
",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/RuitoHarada.jpg,,,,,,,,,"비주얼 작업을 진행하다 보면 에셋이 그림자에 의해 뭉개지거나, 과도하게 밝아지거나, 의도보다 지나치게 발광하거나, 리플렉션이 부족한 매트한 느낌이 되는 등 에셋의 색상과 머티리얼 세팅을 수정할지, 라이팅을 조정할지를 고민하게 됩니다. 하지만 의도된 연출이 아닌 이상, 에셋은 모든 씬에서 일관된 스타일을 유지해야 합니다. 이를 위해 ATLUS는 모든 팀이 일정한 조건에서 에셋을 확인할 수 있도록 통합 리뷰 환경을 구축했습니다. 이 세션에서는 아티스트와 테크니컬 아티스트 관점에서 에셋의 비일관성을 최소화하기 위한 내부 워크플로와 그 적용 사례를 공유합니다.","• 내부 에셋 리뷰 환경 소개 및 중요성<br>
• 디자이너가 접근 가능한 에셋 리뷰 환경 구현하기 &#40;위젯 블루프린트, 파노라마 렌더링 등 활용&#41; <br>
• 노출 기반 라이팅 개념 및 상세 설명<br>
• 회의실을 활용한 언리얼 엔진 내 스튜디오 라이팅 환경 구현하기","아티스트<br>
워크플로 최적화에 관심 있는 테크니컬 아티스트<br>
멋진 에셋 감상을 좋아하는 아티스트 및 테크니컬 아티스트","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+아티스트들이 구축한 에셋 리뷰 환경: 스타일라이즈드 스타일까지 폭넓은 라이팅 지원하기&dates=20250826T162000/20250826T171000&details=Ruito Harada, ATLUS"
Day 2. 8월 26일(화)ㅣ16:20~17:10,고퀄리티 FX: Houdini에서 언리얼 엔진까지 ,"게임, 영화&TV, 비주얼아트",중급,없음,"최길남, Kong Studios&#44; Inc&#46;",테크니컬 아트 디렉터,"미국 Kong Studios에서 테크니컬 아트 디렉터로 재직 중이며, 이전에는 많은 헐리우드 블록버스터 영화 &lt;어벤져스&gt; 시리즈, &lt;아쿠아맨&gt;, &lt;샤잠! 신들의 분노&gt;, &lt;트랜스포머&gt; 시리즈, &lt;퍼시픽 림&gt;, &lt;워크래프트&gt; 등에서 이펙트 슈퍼바이저와 아티스트로 참여했고, 언리얼 엔진과 Houdini를 이용한 인게임 시네마틱으로는 &lt;콜 오브 듀티&gt;, &lt;콜 오브 듀티: 뱅가드&gt;, &lt;백 4 블러드&gt; 등에서 복잡한 이펙트를 구현했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/ChoiGilnam.jpg,,,,,,,,,이 세션에서는 Houdini를 활용하여 영화에서 사용되는 고퀄리티 이펙트를 언리얼 엔진에서 구현하는 방법을 보여주는 기술 데모 형식으로 소개합니다. Houdini에서 제작된 다양한 이펙트를 언리얼 엔진으로 가져와 게임에서도 영화 수준의 시네마틱 비주얼 효과를 구현하는 과정을 다룹니다. ,"• 우리의 목표: 영화 같은 VFX 퀄리티를 게임 엔진으로 구현하기 <br>
• 영화 속의 사실감의 비결은 무엇인가?<br>
• 어떻게 구현할 것인가? Houdini와 언리얼 엔진을 활용한 방법<br>
• 그리고 아직 풀어야 할 도전 과제들","수준 높은 VFX 영상을 Houdini와 언리얼 엔진을 이용해서 구현하고자 하는 아티스트<br>
시네마틱 영상 제작에 언리얼 엔진 도입을 준비하는 영화, 게임 시네마틱 제작자<br>
게임플레이에서 더 수준 높은 VFX 구현 가능성을 고민하는 게임 개발자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+고퀄리티 FX: Houdini에서 언리얼 엔진까지 &dates=20250826T162000/20250826T171000&details=최길남, Kong Studios, Inc."
Day 2. 8월 26일(화)ㅣ16:20~17:10,언리얼 엔진 5를 활용한 차량 내비게이션 구현,"자동차, 프로그래밍",중급,없음,"오기태, 현대오토에버",책임,현대오토에버에서 내비게이션 지도 표시 모듈의 그래픽스 엔진 개발자로 재직 중입니다.,https://unrealsummit16.cafe24.com/2025/ufest25/speaker/OhGitae.png,"남수현, 현대오토에버",책임,"현대오토에버의 그래픽스엔진개발팀에서 소프트웨어 엔지니어로 재직 중입니다. Linux, Android 기반의 차량 임베디드 환경에서 구동하는 그래픽스 엔진의 GIS 데이터 컨버팅, 내비게이션 서비스 인터페이스를 담당하여 개발하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/namsuyheon.png,,,,,이 세션에서는 현대오토에버 내비게이션 엔진의 지도 표시 모듈과 언리얼 엔진 5를 융합한 차세대 내비게이션에 대해 소개합니다. 온라인 벡터 지도 데이터를 실시간으로 렌더링하며 언리얼 엔진으로 구현한 다양한 그래픽 효과를 적용하는 방법에 대해 설명합니다.,"• 현대오토에버 내비게이션 엔진의 지도 표시 모듈과 언리얼 엔진 연동 방법 및 렌더링 파이프라인 소개<br>
• 실시간으로 지도 데이터들을 UObject로 생성하는 방법<br>
• 차량 내비게이션 제작 시 발생한 이슈 및 해결 방법 공유","GIS&#40;Geographic Information System&#41; 소프트웨어 엔지니어<br>
자동차 소프트웨어 엔지니어<br>
임베디드 시스템 개발자","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+언리얼 엔진 5를 활용한 차량 내비게이션 구현&dates=20250826T162000/20250826T171000&details=오기태, 현대오토에버/남수현, 현대오토에버"
Day 2. 8월 26일(화)ㅣ17:20~18:10,라이팅 팁: 라이트를 이해하는 법&#40;feat. CG 아티스트들이 라이트에 관심 없는 이유&#41;,"ALL, 비주얼아트",초급,없음,"Yoichi Kimura, SQUARE ENIX",Lighting/Graphic Technical Supervisor,"1990년경부터 잡지와 광고를 중심으로 프리랜서 사진작가로 활동하였으며, 2000년경부터 포토리얼 3D CG 작업을 시작했습니다. SQUARE ENIX와의 외주 작업을 계기로 정식 직원으로 합류했으며, 현재는 라이팅 및 렌더링의 기술을 중심으로 다양한 프로젝트에 참여하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/yoichikimura.jpg,,,,,,,,,"UE5의 루멘은 CG 라이팅 반복 작업에 혁신적인 변화를 가져왔습니다. 이를 제대로 활용하기 위해 필요한 것은 전통적인 라이팅 기법이나 교과서적 지식이라기보다는, 자신의 눈으로 직접 관찰하고, 예술적 감각을 바탕으로 실시간으로 라이팅을 다듬을 수 있는 능력입니다. 이 세션에서는 라이팅의 진정한 목적을 되짚어 보며, 좋은 라이팅을 위한 감각을 어떻게 키워야 하는지에 대한 인사이트를 제공하고자 합니다.","• 서론: 세션의 주제와 루멘이 가져온 라이팅 분야의 기술 혁신<br>
• 라이팅을 관찰하기 <br>
• 언리얼 엔진에서의 실용적인 라이팅 팁<br>
• 라이팅 워크플로<br>
• 결론",언리얼 엔진 라이팅에 관심 있는 아티스트,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+1+-+라이팅 팁: 라이트를 이해하는 법(feat. CG 아티스트들이 라이트에 관심 없는 이유)&dates=20250826T172000/20250826T181000&details=Yoichi Kimura, SQUARE ENIX"
Day 2. 8월 26일(화)ㅣ17:20~18:10,언리얼 엔진이 실현하는 콘텐츠 제작의 진화:<br>애니메이션 &lt;킹 오브 킹스&gt;와 영화 &lt;사조영웅전&gt;을 중심으로,"영화&TV, 버추얼프로덕션",중급,없음,"진교현, 모팩스튜디오",버추얼 프로덕션 수퍼바이저,"모팩스튜디오에서 버추얼 프로덕션 수퍼바이저로 재직 중이며 언리얼 엔진의 사내 도입과 연구개발을 주도해왔습니다. ICVFX 스테이지 운영을 포함해 &lt;한산: 용의 출현&gt;, &lt;서울대작전&gt;, &lt;넷플릭스 버추얼 프로덕션 오픈하우스&gt;, &lt;RM 'Come Back to Me'&gt;등 다양한 프로젝트의 버추얼 프로덕션 기술을 총괄했습니다. 또한 성균관대학교 영상학과 겸임교수로 학생들을 가르치고 있습니다.
",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/jingyohyun.png,"강한결, 모팩스튜디오",프로덕션 테크니션,"모팩스튜디오에서 버추얼 프로덕션 테크니션으로 재직 중이며 &lt;RM 'Come Back to Me'&gt;, &lt;사조영웅전: 협지대자&gt;, &lt;넷플릭스 버추얼 프로덕션 오픈하우스&gt; 등의 프로젝트에 참여했습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/kanghangyeol.png,,,,,"영화와 애니메이션 등 영상 장르의 벽을 허물고, 프리 프로덕션부터 포스트 프로덕션까지 실시간으로 제작 전 과정을 연결하는 버추얼 프로덕션은 영상 제작 방식의 새로운 패러다임을 제시하고 있습니다. 이 세션에서는 장편 애니메이션 &lt;킹 오브 킹스&gt; 제작기를 중심으로, 언리얼 엔진 도입 과정과 버추얼 프로덕션 기술이 지난 몇 년간 이끌어온 변화와 혁신을 되짚어봅니다. 또한 최근 개봉한 영화 &lt;사조영웅전: 협지대자&gt;의 후반 VFX 군중 시퀀스 작업 사례를 심층 분석하며, 언리얼 엔진이 보여주는 새로운 가능성도 함께 탐구해 봅니다.","• 모팩스튜디오 버추얼 프로덕션 센터와 장편 애니메이션 &lt;킹 오브 킹스&gt; 제작 사례 소개 <br>
• 언리얼 엔진 버추얼 프로덕션 솔루션과 비주얼라이제이션 워크플로 소개 <br>
• 장편 영화 &lt;사조영웅전: 협지대자&gt; 후반 VFX 군중 시뮬레이션 시퀀스 구현 사례 소개",버추얼 프로덕션에 관심 있는 영화 제작자 및 VFX 아티스트,"https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+2+-+언리얼 엔진이 실현하는 콘텐츠 제작의 진화: 애니메이션 <킹 오브 킹스>와 영화 <사조영웅전>을 중심으로&dates=20250826T172000/20250826T181000&details=진교현, 모팩스튜디오/강한결, 모팩스튜디오"
Day 2. 8월 26일(화)ㅣ17:20~18:10,언리얼 엔진을 활용한 자동차 부품 디자인 개발,"자동차, 비주얼아트",초급,없음,"백종현, 현대모비스",연구원,"현대모비스 모빌리티제품디자인팀에서 자동차 부품 디자인 개발 업무를 담당하고 있습니다. 언리얼 엔진을 활용한 신기술 시뮬레이션과 디지털 모델링, 램프 디자인 검증 목업 제작을 수행하고 있으며, Alias, Dynamo, Rhino Grasshopper 등을 활용한 파라메트릭 디자인/모델링과 생성형 AI 기반 디자인 프로세스 도입 연구를 병행하고 있습니다.",https://unrealsummit16.cafe24.com/2025/ufest25/speaker/jonghyeon.jpg,,,,,,,,,"이 세션에서는 현대모비스에서 언리얼 엔진을 활용해 신기술 제품을 디자인하고 시뮬레이션한 사례를 소개합니다. 자동차 램프 점등 시뮬레이션, 터치스크린 기반 컨피규레이터 구현, 라이다처럼 작동하는 뎁스 카메라 구성 등 다양한 적용 방안을 다룹니다. 또한, VR 시뮬레이션 환경에서 자주 발생하는 오류와 그 해결 방식도 공유하며, 언리얼 엔진을 활용한 디자인 검증과 커뮤니케이션의 실질적 방법을 제시합니다.","• 언리얼 엔진 머티리얼 에니메이션 이용하기<br>
• 언리얼 엔진 비주얼 시뮬레이션을 통해 확인된 검증 효과<br>
• 리얼타임 환경에서 글라스 반사 퀄리티 향상 방안<br>
• 시뮬레이션을 하는 과정에서 생기는 오류와 해결 방안","언리얼 엔진을 자동차 디자인 개발에 활용하고자 하는 디자이너 및 개발자<br>
신기술 제품 아이디어를 효과적으로 시각화하고 전달하고자 하는 설계자<br>
제품의 디지털 디자인을 준비하고 있는 산업디자인 및 공학 계열 학생","https://calendar.google.com/calendar/u/0/r/eventedit?text=언리얼페스트+서울+2025-+Day+2+TRACK+3+-+언리얼 엔진을 활용한 자동차 부품 디자인 개발&dates=20250826T172000/20250826T181000&details=백종현 책임, 현대모비스"
